Date,Algo 1,Algo 2
2014-05-28,0.0017446466944906432,
2014-05-29,0.003978067122430204,
2014-05-30,0.004464154449145611,
2014-06-02,0.005692407792873904,
2014-06-03,0.005292254857469623,
2014-06-04,-0.001837573515192168,
2014-06-05,0.004062389903839596,0.013285047859202807
2014-06-06,0.001856653527175445,0.008283771193849775
2014-06-09,-0.005011641725495161,0.005668108528444865
2014-06-10,0.004406054730592149,-0.0007354920754258351
2014-06-11,0.004760098111486001,-0.0037612790592383653
2014-06-12,-2.8236584441595006e-05,-0.0038411294061609807
2014-06-13,0.0019173935356267715,-0.0008143888607544564
2014-06-16,0.0010840264294560498,0.0018306830134896964
2014-06-17,0.0009220495467447564,0.006869710025412215
2014-06-18,-0.0063033411754054676,0.007228216204864132
2014-06-19,-0.0008528868558436872,0.003988947576781745
2014-06-20,0.006397620886421567,0.003928499081696555
2014-06-23,-0.004532259262218115,-0.0006147431802631351
2014-06-24,0.011861275097833777,-0.00938909409881114
2014-06-25,-0.001321402869643936,0.006322459050504334
2014-06-26,-0.00021271812577845192,-0.0003335179834055583
2014-06-27,0.007136136430268795,0.004594924514057744
2014-06-30,-0.0015836216300565821,0.0052421591318199895
2014-07-01,0.0018174824626382632,0.007710392939257294
2014-07-02,0.003299779428118713,-0.002833826703552413
2014-07-03,0.0013577194261448044,0.00312509518685981
2014-07-07,0.0027818636553532845,-0.012257574036568191
2014-07-08,0.0024881253574092423,-0.010457268201887073
2014-07-09,-0.001880924722077445,0.004427119776971334
2014-07-10,-0.0011531534959454293,-0.011213780405347143
2014-07-11,-0.00036581936712898073,0.0027801397669089912
2014-07-14,0.0044603221215334405,0.004614064755532747
2014-07-15,-0.002106388389867257,-0.007798816212944214
2014-07-16,-0.0031863350549020805,0.00010923873470359371
2014-07-17,-0.009029619474488049,-0.008056234774919178
2014-07-18,0.012265244833335312,0.008167202519394087
2014-07-21,-0.004785684737446068,0.00017007581264343047
2014-07-22,0.007619713513634223,0.00415289569809441
2014-07-23,0.0021532885567249545,0.00010891207016752078
2014-07-24,-0.0024857972959861853,-0.0028715123351462455
2014-07-25,-0.0034659663762372428,-0.002641164063235369
2014-07-28,-0.0089519282231263,-0.0032856980644952066
2014-07-29,0.004511134113163538,-0.0011742277757999173
2014-07-30,0.008790942606257702,0.00016439086283371365
2014-07-31,-0.0014077209495477786,-0.01620645722679358
2014-08-01,-0.0008597108004017385,-0.003613245188065123
2014-08-04,0.0006889860058863557,0.0005876221785659446
2014-08-05,-0.002205733099687282,-0.0039195878363943734
2014-08-06,0.005692063266995197,0.00384910993192493
2014-08-07,-0.0016453692082982671,-0.004516224483090396
2014-08-08,0.0013194725986463115,0.007735458680477933
2014-08-11,0.00021377692339886664,0.006613593653962721
2014-08-12,0.0051435080172434425,-0.004226658630555241
2014-08-13,0.0036634823894547077,0.006931657910925498
2014-08-14,-0.0024179365594439593,0.0002980400377518131
2014-08-15,-1.796604559971878e-05,-0.00026187333080667516
2014-08-18,-0.0049576343378147395,0.011767294203932046
2014-08-19,-0.0022663626601018123,0.0027420819101058834
2014-08-20,0.004074905107816432,-0.0020019474825369063
2014-08-21,0.001834269611793136,0.0020101921825866178
2014-08-22,-0.005166262165550783,-0.00023489439552943763
2014-08-25,-0.008966484296042876,0.0052418813385942216
2014-08-26,0.0012203827828643895,0.004719195683526576
2014-08-27,0.000842947700061528,5.306289360048227e-05
2014-08-28,0.0017088433846949927,-0.0030426857053632126
2014-08-29,4.161574118894274e-05,0.0060664517459874945
2014-09-02,-0.005222752180781985,0.004213513442744724
2014-09-03,0.006050495360124312,-0.002217419029543484
2014-09-04,-0.002193134040343712,-0.0016544619517980083
2014-09-05,0.0003790485857775713,0.0027184944389710237
2014-09-08,-0.0025106675378190496,-0.0015818411917747402
2014-09-09,0.0029972634628351626,-0.007669799305563134
2014-09-10,-0.006098304737406984,0.0024293199163701435
2014-09-11,0.000753773121725085,0.0009625809317649974
2014-09-12,-0.00144795226814445,-0.006618516302742797
2014-09-15,0.007319703707367281,-0.007406652890983715
2014-09-16,-0.0006233255944013387,0.003606563828616609
2014-09-17,0.0020879642830310945,0.0004680821330644596
2014-09-18,0.00028267577705596257,0.0027274743998529825
2014-09-19,-0.003286979830210564,-0.004640941768575017
2014-09-22,-0.007845707973418744,-0.011880192068018757
2014-09-23,-0.0005115762524437304,-0.007547696203287077
2014-09-24,0.005868846758005793,0.007243954223810365
2014-09-25,-0.004803681175162073,-0.01214083243248213
2014-09-26,0.0010268199284051065,0.006475392845150178
2014-09-29,0.0004963041341547966,-0.0011071296993720023
2014-09-30,-0.0033698177198608643,-0.006097045461376226
2014-10-01,-0.003134670973839944,-0.012948902414193214
2014-10-02,0.0023509808331083587,0.004265875651002368
2014-10-03,-0.002848754727740389,0.006642860282598525
2014-10-06,-0.002876430873921861,-0.005622242957997785
2014-10-07,-0.0012776852873146519,-0.01466284663687044
2014-10-08,-0.006380638979717936,0.01032486536143125
2014-10-09,-0.015838732133130137,-0.018759904183276062
2014-10-10,-0.012611840914160555,-0.011751877121106213
2014-10-13,-0.018528184911201773,-0.0020087733919868967
2014-10-14,0.0007022235588284308,0.004501001043274465
2014-10-15,0.02161560579141778,-0.0009768041861381183
2014-10-16,0.0982461777779273,0.08373401048857977
2014-10-17,0.021664937714557717,-0.00027591816628143843
2014-10-20,0.0050372944301364615,0.004896951989853836
2014-10-21,0.021417929997635414,0.010815147618067943
