Date,SOROS FUND MANAGEMENT LLC,PAULSON & CO.INC. ,TIGER GLOBAL MANAGEMENT LLC,BERKSHIRE HATHAWAY INC
2015-03-02,,,,
2015-03-03,-0.001265507519080944,-0.004980519330323507,-0.0004955323147710633,-0.006568669777734182
2015-03-04,0.002229912547255797,0.003241280460949403,-0.002533976773233637,0.004213019161491749
2015-03-05,0.0040160016412460475,0.004076052738837932,0.002354656751653028,0.006726329822673627
2015-03-06,-0.007905357447513195,-0.003574033706685631,-0.008481173398287467,-0.013098061052771559
2015-03-09,0.0005822796500871696,0.004225410051669876,0.0058427361834103575,-0.0016524551597966175
2015-03-10,-0.010262967064432194,-0.005340723544381865,-0.012079153900654949,-0.00973902847346475
2015-03-11,0.004011920804301239,0.005163143041366114,0.003311825534341617,-0.0011466764438018417
2015-03-12,0.008264629904709553,0.010271618586934705,0.013116890191381847,0.010801417639620059
2015-03-13,-0.0024972745488313075,-0.0014284161547658547,-0.003697187208716368,-0.008142217554344078
2015-03-16,0.007900621038590128,0.0035825339926776056,0.007953004700508082,0.008054624464487015
2015-03-17,0.0021419035463847713,0.0029281064224944142,-0.0006871817837931227,0.0003843565322338982
2015-03-18,0.009602759418578799,0.007513096940720887,0.009556879660320483,0.007853525209598589
2015-03-19,-0.0007784772838256293,-0.002554227088800154,-0.002925094247420934,0.002362936779625846
2015-03-20,0.009657299920258877,0.0009833771991436535,0.0073907793434191404,0.007104656222237882
2015-03-23,-6.674185755528583e-05,-0.0005134996079992904,-0.00010875250463526775,0.0005910985542618707
2015-03-24,-0.002570522859054014,-0.004808023033385789,-0.0033209258633954963,-0.001012994280296886
2015-03-25,-0.0061561972301420465,-0.00801835649090854,-0.011171537109587404,-0.01456730091558589
2015-03-26,-0.002097879511120504,-0.0005929135940357932,-0.0010345354638604531,-0.0012116232367689328
2015-03-27,-7.500987092434741e-05,0.00208788887197886,0.0021895850459361377,0.004775706904068366
2015-03-30,0.008112673837378015,0.0022196864505061864,0.008616824167264614,0.005227894737318328
2015-03-31,-0.005444593035665912,-0.003021171365903963,-0.003968001009204802,0.0018580599284478971
2015-04-01,0.0009185284392367876,0.00015681460690863958,-0.002001537137128251,-0.003865395879651068
2015-04-02,0.0025612955246112623,0.004299033605891678,0.0030581297294201004,0.0019664295861856473
2015-04-06,0.0053675938373412,0.003763107812597921,0.004631173547838818,0.004920474854035239
2015-04-07,-0.0012426093488774326,-0.00017147901153424794,-0.002059815495209283,0.0018822503277511338
2015-04-08,0.006185462951682208,0.012652294060936375,0.0034520158692838976,0.012351575407502757
2015-04-09,0.004035615722158825,0.0032315039242341026,-0.00045261922698214274,-0.0019046826373734227
2015-04-10,-9.020228232836658e-05,0.0012302134085697691,0.002385873543021999,0.0016613984204190135
2015-04-13,-0.0034476111013995725,-0.0027663436845037914,-0.004071747684724625,-0.0030737823271473896
2015-04-14,0.00339277468154342,0.002021444307747977,0.002141971059023584,0.00751595574483388
2015-04-15,0.004755769631757056,0.001752668241457922,0.003753945346025578,0.004871806276386614
2015-04-16,-0.002110842077479802,-0.003231826089307055,0.0005101247353624938,0.00010247338402780137
2015-04-17,-0.009431567974872324,-0.00220096291200389,-0.010617455640682727,-0.01304566724637135
2015-04-20,-0.0005075730406374213,0.0012387450416291301,0.006252428779520924,0.0007800969363398469
2015-04-21,0.004265720071742196,0.004629488538310689,0.004878592034447182,0.007804664259848382
2015-04-22,0.0009741602415507256,-0.0008272682321979197,0.008590964620748931,0.0037676848430179266
2015-04-23,0.0010665546817723026,0.0029723706799449356,0.0007364438336603385,0.007060747556912883
2015-04-24,0.0032181629162517655,0.0004666063449776381,0.0015501741422445647,0.00025950004851660324
2015-04-27,-0.0026200807059345577,-0.01132129644627855,-0.003811510247090366,-0.002663719178296997
2015-04-28,-0.00045531887179917074,0.0018861299788333064,0.0027311302521799696,-0.004364476925758365
2015-04-29,-0.004232728646382133,0.0014434094823267962,-0.0007602197848491921,-0.005849477608867892
2015-04-30,-0.009174575905370075,-0.0042795829191309975,-0.010341231271256746,-0.007964247860196672
2015-05-01,0.006051125028177173,0.0025511806447564567,0.006526301759446573,0.009650243092194533
2015-05-04,0.003133127293319715,0.000620641423641155,0.002410865263729134,0.0037321508754037946
2015-05-05,-0.01224841312967584,-0.0034809299605225164,-0.006610153638702099,-0.014421070739810804
2015-05-06,0.00044335019537178333,-0.0034002362196059455,-0.005486682838825585,-0.0059002616042193035
2015-05-07,0.008045893196105602,0.004369825719011233,0.00209355450084292,0.00797310603332102
2015-05-08,0.006919050611678079,0.0064084342208012846,0.008641431685082468,0.00577465236001129
2015-05-11,-0.0028074562053174157,-0.00046343733486187144,-0.006247433545515602,-0.000781480202904361
2015-05-12,0.0008538716446382377,-0.0007808242192828274,-0.003578165907397235,-0.007931550345414262
2015-05-13,0.0,0.0,0.0,0.0
2015-05-14,0.0,0.0,0.0,0.0
2015-05-15,0.003392026672394355,0.00034743480511667535,0.0023302215510598856,0.005031992256946394
2015-05-18,0.0010253974552416611,0.004321057436981635,0.0023330809323944823,0.0022995433279806576
2015-05-19,-0.0010986550208031964,-0.0005936723741751804,0.0020777319802192107,-0.0008251846147441233
2015-05-20,-0.0018732252210500455,0.0012737433760576788,0.0004382942705030146,0.001162461800208181
2015-05-21,0.0022246065635478374,0.0031779984819315654,0.0009174729199730169,0.0045967601396483815
2015-05-22,0.0005417585388527435,0.00029206126913083885,0.0007344149843024894,0.005267552312138601
2015-05-26,-0.00871830507154625,0.0009676449529909537,-0.0071670845846161235,-0.0033622585324445398
2015-05-27,0.005535938695431453,0.0033826799417824294,0.005831380627200344,0.0035053789962962156
2015-05-28,-0.0015987359927381872,0.0006190338596203659,-0.0014913963106043537,-0.008909478229770174
2015-05-29,-0.0015331167678223068,5.871445534610942e-05,-0.004973339871131133,-0.0054978282539692724
2015-06-01,0.0020812756386008324,-0.00011296221611734047,0.0008367055129891998,0.002915761374403303
2015-06-02,0.0032039090197975018,0.0004800749450011299,-0.0012609487884210901,0.0007174833664982394
2015-06-03,0.003248171274356393,-7.993925359195408e-05,0.0010133703493921953,0.0010169903682866188
2015-06-04,-0.005805559679860961,-0.004054095054897511,-0.00954839923681361,-0.009874478644349649
2015-06-05,0.0022242066179463116,0.0012237037820321817,-0.0009672850539865774,0.010381324572437345
2015-06-08,-0.01005313758299664,-0.00346062816824777,-0.007402033470336966,-0.006331944406023693
2015-06-09,0.00030841329467179435,0.00025084567129818325,0.0005412156216157982,-0.0015953414326840276
2015-06-10,0.009506765971000863,0.004911195948708924,0.008996315002000044,0.012598816914839661
2015-06-11,-0.0002930653016161022,0.001705947290164156,0.004141263182783961,0.0004913190227773256
2015-06-12,-0.0021077469462302822,-0.0024344614636181428,-0.0055339092925360545,0.004255973105020239
2015-06-15,-0.003400452158348166,-0.0015512287181937978,-0.00485451031865225,-0.007897064302326062
2015-06-16,0.0010892881912969443,-0.00012863934543050348,0.002638027793563591,0.0010908375384890423
2015-06-17,-0.0017146754766553807,-0.002332744092803818,0.0008381826517656066,0.0008711225471376149
2015-06-18,0.0038682653593236083,0.0048044500873116736,0.008363286009602788,0.0032893952099657398
2015-06-19,-0.0017989285486978979,-0.0009096672063709788,-0.0015430312899998855,-0.009432282799691438
2015-06-22,0.006302291087415313,0.0023973481372536742,0.0036006319791481722,0.0019214230173629776
2015-06-23,0.0008716758003386449,0.001200334527767133,-0.0003825135206220187,0.0030669723561185247
2015-06-24,-0.0056936186676936895,-0.0046252715239230024,-0.009462694006868055,-0.00572512099925393
2015-06-25,0.0016993342251063748,0.0015946974013278936,-0.0016461083440371116,-0.00824742469375972
2015-06-26,-0.01059800449064352,-0.004985520085365014,0.003985804858968933,-0.0051029361356617065
2015-06-29,-0.019128767248069,-0.006835206366060498,-0.01938372012297951,-0.019996585416474533
2015-06-30,0.006073271459618335,0.0015495993638208194,0.004071330009511875,0.01182553399928099
2015-07-01,-0.001364683300029923,0.002100393219480967,0.005814715560871653,-0.0013042615337074404
2015-07-02,0.0006127121282701875,-0.0001386479499814186,-0.0017814596172492925,-0.009721227599883031
2015-07-03,0.0,0.0,0.0,0.0
2015-07-06,-0.005870023410775471,-0.002185727849183139,-0.0010826389099923839,-0.005799069714534033
2015-07-07,0.0005972888032872437,0.003961577917730219,0.004652292328031216,-0.007633501972860834
2015-07-08,-0.017211462455095417,-0.007654141885372057,-0.014787697662911103,-0.011736733650209108
2015-07-09,0.007471983224985879,0.0038865165436641202,0.00044083888879264954,0.017669528083365416
2015-07-10,0.008968961809522336,0.0035885156191668433,0.01360494161508341,0.007015003102871953
2015-07-13,0.007945920110751237,0.001149331784531915,0.008658117166186585,0.01017848317243164
2015-07-14,0.0048719790911935235,0.00446747231062683,0.002888432323230994,0.0018555539354889738
2015-07-15,-0.008264115148094886,-0.004295558927131848,-0.002344440047281293,-0.010163410944454832
2015-07-16,0.0026830895835052715,-0.0021700757501152967,0.003934819686220781,0.014834819300268531
2015-07-17,-0.001662113674263499,-0.003665067019300361,0.0011084694645147053,0.008452189893634943
2015-07-20,-0.008216655863186317,-0.0033487560389712234,0.0013445913636489504,-0.004670495467185898
2015-07-21,0.0008684090936226241,0.0007306553460315612,-0.006045643550015356,-0.001677817736863818
2015-07-22,-0.002052720280821818,-0.001337521594642177,0.0012713613452361994,0.0017261405721773482
2015-07-23,0.002767534351910461,-0.0016768631690191604,-0.0020899773568288094,-0.01094577719368428
2015-07-24,-0.011161310559215876,-0.005701263004326607,-0.0033705064151774433,-0.009782180259121809
2015-07-27,-0.00894555818464815,-0.012591459816287731,-0.008106780898421317,-0.018804004528584328
2015-07-28,0.008596549338298898,0.0021593795992267406,0.007026321493941445,0.008162662015691824
2015-07-29,0.007662120171917142,0.003381917461467099,0.007917431599953062,0.0036070570897819287
2015-07-30,0.0002326894302369098,0.0021155191299060405,0.003160207287607797,-0.002041578886225026
2015-07-31,-0.0028881156472861935,-0.00103872944563832,-0.001834496790499518,-0.00019242329363566846
2015-08-03,-0.00460300651864598,-0.001983651505543471,0.0013597158422617994,-3.612037916622679e-05
2015-08-04,0.0013422619316794115,-0.010218335118476918,0.0006843504832250158,-0.0033542981059566657
2015-08-05,0.004218790266583339,-0.003760371377478422,0.0017999881724748423,0.004377033495213789
2015-08-06,0.00044597225592024614,-0.003822025083400682,-0.005835758787857026,-0.0028377514092816636
2015-08-07,-0.005017721089090155,0.002052716934897836,-0.0014149680713723134,-0.007747359056992531
2015-08-10,0.014225877694016065,0.010811095827389705,0.008946054864899189,0.0052625028156167986
2015-08-11,0.0,0.0,0.0,0.0
2015-08-12,0.0,0.0,0.0,0.0
2015-08-13,0.0,0.0,0.0,0.0
2015-08-14,0.00040143290952388,-0.0004131365407969989,0.004329817665133406,0.012245166620439285
2015-08-17,0.0044494697505610414,0.004695834638347662,0.003442328894982083,-0.005222479665145663
2015-08-18,-0.006355226037985662,-0.0001739040416641746,-0.0017215852939859166,-0.012749169159479656
2015-08-19,-0.00791532660272154,-0.005929744607012899,-0.002801520669078683,-0.006636527365591061
2015-08-20,-0.019236354325233407,-0.014526326545738377,-0.01934036087917479,-0.04710848668824774
2015-08-21,-0.016851863985379856,-0.009936541300330948,-0.02737299276934091,-0.019140374604041943
2015-08-24,-0.029425529131852257,-0.015218624771742295,-0.02938089026683144,-0.038900427565054185
2015-08-25,-0.006769648801398964,-0.004944040187574217,-0.0061704572725913565,0.02271811697036097
2015-08-26,0.022245999413939677,0.016486805186387565,0.029021037582555254,0.03140819539143447
2015-08-27,0.024140402299537067,0.011821119059018725,0.017401649076596692,0.03996767700652448
2015-08-28,0.0041079058863915385,-0.00043789578077435554,-0.001647367660540966,-0.007137201223664347
2015-08-31,-0.003931144842099221,-0.00305045625623801,-0.004977245659574692,-0.01964951050387098
2015-09-01,-0.018979865749736535,-0.012439285877697603,-0.02299728375140153,-0.03757703090230746
2015-09-02,0.012422403109010549,0.004931528198371726,0.011321696016582727,0.0077459001568289665
2015-09-03,0.002878606385660065,-0.0014261086997603423,0.005152497337702844,-0.009052280647209754
2015-09-04,-0.009752110915713375,-0.001392928161081941,-0.01155338630889069,-0.029777647459136802
2015-09-07,0.0,0.0,0.0,0.0
2015-09-08,0.01505477950906875,0.0089843542343635,0.016258967390636814,0.015084389577505242
2015-09-09,-0.006732912983439698,-0.010875914025349376,-0.009148926097625965,0.01072726237425492
2015-09-10,0.0016802436866323323,-0.000496626149216417,0.0015359719957781515,-0.006015188831707263
2015-09-11,0.0014604215526949904,0.0022058291195974356,0.003167561124569618,0.0037078050115890715
2015-09-14,-0.0032583153545214794,0.0006724285735164592,-0.003333143545703132,-0.0073336931221258395
2015-09-15,0.0057295034575473025,0.007811204998452226,0.008214516566266594,0.0216236094622273
2015-09-16,0.010403591830427938,0.0031231434793241863,0.004714349112777461,0.03481322062168224
2015-09-17,0.004172836627910126,0.002689819369827484,0.00023345488737436249,0.007767268557322904
2015-09-18,-0.011807904595396157,-0.008124430431414753,-0.012255813778895064,-0.01758176914766496
2015-09-21,-0.005188922841287247,-0.00836983743530384,0.006756612846033905,-0.0063523922576502745
2015-09-22,-0.014365924670731056,-0.004426876033399085,-0.010957796316999224,-0.014606118151967329
2015-09-23,-0.006966928536364159,-0.005043451264796217,0.0013443228632177284,-0.01506444021152653
2015-09-24,-0.006186555066429733,-0.0003136912824283078,-0.008966371451451627,0.018674685154722592
2015-09-25,-0.008705068192917387,-0.011242272564677025,-0.003189608883099715,0.0014496112138708828
2015-09-28,-0.030526244000002367,-0.0302816340133375,-0.026430411340857662,-0.03048501814123683
2015-09-29,-0.0040792523293532446,-0.008338889308307396,0.0035016542216805835,-0.004657831908651544
2015-09-30,0.01770400676316153,0.016845118008690818,0.011872546486771718,0.03516638731130639
2015-10-01,0.004077473831567868,0.008618784898667187,0.0016114176361519128,0.010070904267592162
2015-10-02,0.01771779147264585,0.014584382121717976,0.00909337227882756,0.03510463964703092
2015-10-05,0.01628555995487946,-1.9535477035037552e-05,0.015564674467326123,0.01231761160314826
2015-10-06,0.0008116137483444863,-0.0009687147729675605,-0.005172394731409957,-0.01646831680486993
2015-10-07,0.01053820670811123,0.0006526755414519858,0.008995819804137772,0.005766412120559616
2015-10-08,0.00602610571789941,0.0062198837376039595,0.0032623659173323105,0.011985152205529204
2015-10-09,0.0011659071735174997,-0.0011165252988558638,0.0003197216152877047,0.010405324891473722
2015-10-12,-0.0022631275739906087,-0.002413938485898881,0.002225022361840301,0.0037270525069825755
2015-10-13,-0.008954028391583768,-0.01139689540855715,-0.003731906624934611,-0.026305707154107072
2015-10-14,0.000324614846989979,0.004492338450844846,-0.004680549841610482,-0.018379723571481432
2015-10-15,0.011445826940449821,0.006205948057715682,0.018472329990788294,0.0025571516728444266
2015-10-16,0.003940916522920057,0.004156691250256861,0.006172903071350433,0.005242966615657929
2015-10-19,-0.004317907229198115,-0.001756047076304168,0.0004598278962375524,0.007145025655070691
2015-10-20,-0.002328210348209625,-0.008878342854270471,0.0014147514067792688,-0.008820902583286827
2015-10-21,-0.013934385919458614,-0.010111109033731358,-0.006907991014543424,-0.015733696071561054
2015-10-22,0.009899543170014846,-0.00822166037332217,0.006310245418656324,0.007891756476609668
2015-10-23,0.012022488516220564,0.01828444098798032,0.008114225173666556,0.01709353018649118
2015-10-26,0.005491178716603873,0.003899617408694267,0.004319303830453425,0.00400668766456902
2015-10-27,-0.010447777210264353,0.003750166256610399,-0.004141274783514115,0.0016800369026153117
2015-10-28,0.016201480270641166,0.00639818324998398,0.006544586750900416,0.011544659961741699
2015-10-29,-0.0012930354908113895,0.0036848349975837635,0.0013089742963388051,-0.0036344547606719235
2015-10-30,0.004128294617100847,-0.0015052517292194478,-0.010815732467507222,0.006531212326751579
2015-11-02,0.012484215284677358,0.010355822606001208,0.002313769399915566,0.01329688770845694
2015-11-03,0.0058532782448204035,0.0022690348922782544,0.007129820458716685,0.01433063522456135
2015-11-04,-0.0017377683424140145,-0.0007055677042061559,-0.0019381165746314988,0.0035142651782205103
2015-11-05,-0.006155277081658639,-0.004111328750458831,0.0020586346504969377,-0.011633422513214864
2015-11-06,0.00554267032156619,-0.0009191327534781024,0.001777847289544665,0.014817748941969855
2015-11-09,-0.007598566888338709,-0.01075928364181089,-0.011258891926589465,-0.019281795281030023
2015-11-10,2.6349419326443524e-05,0.005827560502073004,0.0025814527964631573,-0.006143394682728509
2015-11-11,-0.004923494146408691,-0.007050813125397237,-0.0007490696099656802,-0.0035548939547060954
2015-11-12,0.0,0.0,0.0,0.0
2015-11-13,0.0,0.0,0.0,0.0
2015-11-16,0.006608182327954015,0.0021067943966213143,0.012049452044939457,0.04057646836431883
2015-11-17,0.0032244501648739377,0.0017263072609170482,-0.0014087293885890473,0.014900777182698999
2015-11-18,0.014131123610442442,0.010304303195228348,0.015153253918209542,0.017856813783518888
2015-11-19,-0.0034423076444611844,-0.0048606452644839315,0.006745932011709588,0.00320584353729525
2015-11-20,0.005783832400213518,0.006760348667295579,0.0032723509115346605,0.022681416127799503
2015-11-23,-0.0010893980202152376,-0.003780892789463919,0.003150546824891798,0.012117307767075092
2015-11-24,0.003381845582534737,0.0063590863517011265,0.0033759356929998763,-0.00636458045376731
2015-11-25,0.0021903384835291195,0.004682031507891704,0.001627704589818313,7.692369106360175e-06
2015-11-26,0.0,0.0,0.0,0.0
