"Symbol","Trade DATE","NOCP"
"GOOG","5/9/2019","1162.380000000000"
"GOOG","5/8/2019","1166.270000000000"
"GOOG","5/7/2019","1174.100000000000"
"GOOG","5/6/2019","1189.390000000000"
"GOOG","5/3/2019","1185.400000000000"
"GOOG","5/2/2019","1162.610000000000"
"GOOG","5/1/2019","1168.080000000000"
"GOOG","4/30/2019","1188.480000000000"
"GOOG","4/29/2019","1287.580000000000"
"GOOG","4/26/2019","1272.180000000000"
"GOOG","4/25/2019","1263.450000000000"
"GOOG","4/24/2019","1256.000000000000"
"GOOG","4/23/2019","1264.550000000000"
"GOOG","4/22/2019","1248.840000000000"
"GOOG","4/18/2019","1236.370000000000"
"GOOG","4/17/2019","1236.340000000000"
"GOOG","4/16/2019","1227.130000000000"
"GOOG","4/15/2019","1221.100000000000"
"GOOG","4/12/2019","1217.870000000000"
"GOOG","4/11/2019","1204.620000000000"
"GOOG","4/10/2019","1202.160000000000"
"GOOG","4/9/2019","1197.250000000000"
"GOOG","4/8/2019","1203.840000000000"
"GOOG","4/5/2019","1207.150000000000"
"GOOG","4/4/2019","1215.000000000000"
"GOOG","4/3/2019","1205.920000000000"
"GOOG","4/2/2019","1200.490000000000"
"GOOG","4/1/2019","1194.430000000000"
"GOOG","3/29/2019","1173.310000000000"
"GOOG","3/28/2019","1168.490000000000"
"GOOG","3/27/2019","1173.020000000000"
"GOOG","3/26/2019","1184.620000000000"
"GOOG","3/25/2019","1193.000000000000"
"GOOG","3/22/2019","1205.500000000000"
"GOOG","3/21/2019","1231.540000000000"
"GOOG","3/20/2019","1223.970000000000"
"GOOG","3/19/2019","1198.850000000000"
"GOOG","3/18/2019","1184.260000000000"
"GOOG","3/15/2019","1184.460000000000"
"GOOG","3/14/2019","1185.550000000000"
"GOOG","3/13/2019","1193.320000000000"
"GOOG","3/12/2019","1193.200000000000"
"GOOG","3/11/2019","1175.760000000000"
"GOOG","3/8/2019","1142.320000000000"
"GOOG","3/7/2019","1143.300000000000"
"GOOG","3/6/2019","1157.860000000000"
"GOOG","3/5/2019","1162.030000000000"
"GOOG","3/4/2019","1147.800000000000"
"GOOG","3/1/2019","1140.990000000000"
"GOOG","2/28/2019","1119.920000000000"
"GOOG","2/27/2019","1116.050000000000"
"GOOG","2/26/2019","1115.130000000000"
"GOOG","2/25/2019","1109.400000000000"
"GOOG","2/22/2019","1110.370000000000"
"GOOG","2/21/2019","1096.970000000000"
"GOOG","2/20/2019","1113.800000000000"
"GOOG","2/19/2019","1118.560000000000"
"GOOG","2/15/2019","1113.650000000000"
"GOOG","2/14/2019","1121.670000000000"
"GOOG","2/13/2019","1120.160000000000"
"GOOG","2/12/2019","1121.370000000000"
"GOOG","2/11/2019","1095.010000000000"
"GOOG","2/8/2019","1095.060000000000"
"GOOG","2/7/2019","1098.710000000000"
"GOOG","2/6/2019","1115.230000000000"
"GOOG","2/5/2019","1145.990000000000"
"GOOG","2/4/2019","1132.800000000000"
"GOOG","2/1/2019","1110.750000000000"
"GOOG","1/31/2019","1116.370000000000"
"GOOG","1/30/2019","1089.060000000000"
"GOOG","1/29/2019","1060.620000000000"
"GOOG","1/28/2019","1070.080000000000"
"GOOG","1/25/2019","1090.990000000000"
"GOOG","1/24/2019","1073.900000000000"
"GOOG","1/23/2019","1075.570000000000"
"GOOG","1/22/2019","1070.520000000000"
"GOOG","1/18/2019","1098.260000000000"
"GOOG","1/17/2019","1089.900000000000"
"GOOG","1/16/2019","1080.970000000000"
"GOOG","1/15/2019","1077.150000000000"
"GOOG","1/14/2019","1044.690000000000"
"GOOG","1/11/2019","1057.190000000000"
"GOOG","1/10/2019","1070.330000000000"
"GOOG","1/9/2019","1074.660000000000"
"GOOG","1/8/2019","1076.280000000000"
"GOOG","1/7/2019","1068.390000000000"
"GOOG","1/4/2019","1070.710000000000"
"GOOG","1/3/2019","1016.060000000000"
"GOOG","1/2/2019","1045.850000000000"
"GOOG","12/31/2018","1035.610000000000"
"GOOG","12/28/2018","1037.080000000000"
"GOOG","12/27/2018","1043.880000000000"
"GOOG","12/26/2018","1039.460000000000"
"GOOG","12/24/2018","976.220000000000"
"GOOG","12/21/2018","979.540000000000"
"GOOG","12/20/2018","1009.410000000000"
"GOOG","12/19/2018","1023.010000000000"
"GOOG","12/18/2018","1028.710000000000"
"GOOG","12/17/2018","1016.530000000000"
"GOOG","12/14/2018","1042.100000000000"
"GOOG","12/13/2018","1061.900000000000"
"GOOG","12/12/2018","1063.680000000000"
"GOOG","12/11/2018","1051.750000000000"
"GOOG","12/10/2018","1039.550000000000"
"GOOG","12/7/2018","1036.580000000000"
"GOOG","12/6/2018","1068.730000000000"
"GOOG","12/4/2018","1050.820000000000"
"GOOG","12/3/2018","1106.430000000000"
"GOOG","11/30/2018","1094.430000000000"
"GOOG","11/29/2018","1088.300000000000"
"GOOG","11/28/2018","1086.230000000000"
"GOOG","11/27/2018","1044.410000000000"
"GOOG","11/26/2018","1048.620000000000"
"GOOG","11/23/2018","1023.880000000000"
"GOOG","11/21/2018","1037.610000000000"
"GOOG","11/20/2018","1025.760000000000"
"GOOG","11/19/2018","1020.000000000000"
"GOOG","11/16/2018","1061.490000000000"
"GOOG","11/15/2018","1064.710000000000"
"GOOG","11/14/2018","1043.660000000000"
"GOOG","11/13/2018","1036.050000000000"
"GOOG","11/12/2018","1038.630000000000"
"GOOG","11/9/2018","1066.150000000000"
"GOOG","11/8/2018","1082.400000000000"
"GOOG","11/7/2018","1093.390000000000"
"GOOG","11/6/2018","1055.810000000000"
"GOOG","11/5/2018","1040.090000000000"
"GOOG","11/2/2018","1057.790000000000"
"GOOG","11/1/2018","1070.000000000000"
"GOOG","10/31/2018","1076.770000000000"
"GOOG","10/30/2018","1036.210000000000"
"GOOG","10/29/2018","1020.080000000000"
"GOOG","10/26/2018","1071.470000000000"
"GOOG","10/25/2018","1095.570000000000"
"GOOG","10/24/2018","1050.710000000000"
"GOOG","10/23/2018","1103.690000000000"
"GOOG","10/22/2018","1101.160000000000"
"GOOG","10/19/2018","1096.460000000000"
"GOOG","10/18/2018","1087.970000000000"
"GOOG","10/17/2018","1115.690000000000"
"GOOG","10/16/2018","1121.280000000000"
"GOOG","10/15/2018","1092.250000000000"
"GOOG","10/12/2018","1110.080000000000"
"GOOG","10/11/2018","1079.320000000000"
"GOOG","10/10/2018","1081.220000000000"
"GOOG","10/9/2018","1138.820000000000"
"GOOG","10/8/2018","1148.970000000000"
"GOOG","10/5/2018","1157.350000000000"
"GOOG","10/4/2018","1168.190000000000"
"GOOG","10/3/2018","1202.950000000000"
"GOOG","10/2/2018","1200.110000000000"
"GOOG","10/1/2018","1195.310000000000"
"GOOG","9/28/2018","1193.470000000000"
"GOOG","9/27/2018","1194.640000000000"
"GOOG","9/26/2018","1180.490000000000"
"GOOG","9/25/2018","1184.650000000000"
"GOOG","9/24/2018","1173.370000000000"
"GOOG","9/21/2018","1166.090000000000"
"GOOG","9/20/2018","1186.870000000000"
"GOOG","9/19/2018","1171.090000000000"
"GOOG","9/18/2018","1161.220000000000"
"GOOG","9/17/2018","1156.050000000000"
"GOOG","9/14/2018","1172.530000000000"
"GOOG","9/13/2018","1175.330000000000"
"GOOG","9/12/2018","1162.820000000000"
"GOOG","9/11/2018","1177.360000000000"
"GOOG","9/10/2018","1164.640000000000"
"GOOG","9/7/2018","1164.830000000000"
"GOOG","9/6/2018","1171.440000000000"
"GOOG","9/5/2018","1186.480000000000"
"GOOG","9/4/2018","1197.000000000000"
"GOOG","8/31/2018","1218.190000000000"
"GOOG","8/30/2018","1239.120000000000"
"GOOG","8/29/2018","1249.300000000000"
"GOOG","8/28/2018","1231.150000000000"
"GOOG","8/27/2018","1241.820000000000"
"GOOG","8/24/2018","1220.650000000000"
"GOOG","8/23/2018","1205.380000000000"
"GOOG","8/22/2018","1207.330000000000"
"GOOG","8/21/2018","1201.620000000000"
"GOOG","8/20/2018","1207.770000000000"
"GOOG","8/17/2018","1200.960000000000"
"GOOG","8/16/2018","1206.490000000000"
"GOOG","8/15/2018","1214.380000000000"
"GOOG","8/14/2018","1242.100000000000"
"GOOG","8/13/2018","1235.010000000000"
"GOOG","8/10/2018","1237.610000000000"
"GOOG","8/9/2018","1249.100000000000"
"GOOG","8/8/2018","1245.610000000000"
"GOOG","8/7/2018","1242.220000000000"
"GOOG","8/6/2018","1224.770000000000"
"GOOG","8/3/2018","1223.710000000000"
"GOOG","8/2/2018","1226.150000000000"
"GOOG","8/1/2018","1220.010000000000"
"GOOG","7/31/2018","1217.260000000000"
"GOOG","7/30/2018","1219.740000000000"
"GOOG","7/27/2018","1238.500000000000"
"GOOG","7/26/2018","1268.330000000000"
"GOOG","7/25/2018","1263.700000000000"
"GOOG","7/24/2018","1248.080000000000"
"GOOG","7/23/2018","1205.500000000000"
"GOOG","7/20/2018","1184.910000000000"
"GOOG","7/19/2018","1186.960000000000"
"GOOG","7/18/2018","1195.880000000000"
"GOOG","7/17/2018","1198.800000000000"
"GOOG","7/16/2018","1183.860000000000"
"GOOG","7/13/2018","1188.820000000000"
"GOOG","7/12/2018","1183.480000000000"
"GOOG","7/11/2018","1153.900000000000"
"GOOG","7/10/2018","1152.840000000000"
"GOOG","7/9/2018","1154.050000000000"
"GOOG","7/6/2018","1140.170000000000"
"GOOG","7/5/2018","1124.270000000000"
"GOOG","7/3/2018","1102.890000000000"
"GOOG","7/2/2018","1127.460000000000"
"GOOG","6/29/2018","1115.650000000000"
"GOOG","6/28/2018","1114.220000000000"
"GOOG","6/27/2018","1103.980000000000"
"GOOG","6/26/2018","1118.460000000000"
"GOOG","6/25/2018","1124.810000000000"
"GOOG","6/22/2018","1155.480000000000"
"GOOG","6/21/2018","1157.660000000000"
"GOOG","6/20/2018","1169.840000000000"
"GOOG","6/19/2018","1168.060000000000"
"GOOG","6/18/2018","1173.460000000000"
"GOOG","6/15/2018","1152.260000000000"
"GOOG","6/14/2018","1152.120000000000"
"GOOG","6/13/2018","1134.790000000000"
"GOOG","6/12/2018","1139.320000000000"
"GOOG","6/11/2018","1129.990000000000"
"GOOG","6/8/2018","1120.870000000000"
"GOOG","6/7/2018","1123.860000000000"
"GOOG","6/6/2018","1136.880000000000"
"GOOG","6/5/2018","1139.660000000000"
"GOOG","6/4/2018","1139.290000000000"
"GOOG","6/1/2018","1119.500000000000"
"GOOG","5/31/2018","1084.990000000000"
"GOOG","5/30/2018","1067.800000000000"
"GOOG","5/29/2018","1060.320000000000"
"GOOG","5/25/2018","1075.660000000000"
"GOOG","5/24/2018","1079.240000000000"
"GOOG","5/23/2018","1079.690000000000"
"GOOG","5/22/2018","1069.730000000000"
"GOOG","5/21/2018","1079.580000000000"
"GOOG","5/18/2018","1066.360000000000"
"GOOG","5/17/2018","1078.590000000000"
"GOOG","5/16/2018","1081.770000000000"
"GOOG","5/15/2018","1079.230000000000"
"GOOG","5/14/2018","1100.200000000000"
"GOOG","5/11/2018","1098.260000000000"
